source_city,destination_city,transport_mode,distance_km,shipment_weight_kg,traffic_level,weather_condition,departure_hour,day_of_week,month,transfer_count,historical_delay_rate,actual_delivery_hours
Kolkata,Nagpur,AIR,970.1,3043.4,MEDIUM,CLEAR,13,5,2,0,0.0461,5.24
Delhi,Indore,RAIL,669.2,2694.8,LOW,SNOW,9,5,8,3,0.2266,23.2
Surat,Delhi,RAIL,937.9,289.7,LOW,SNOW,11,3,9,0,0.2002,11.78
Ahmedabad,Bhubaneswar,ROAD,1402.2,3541.8,HIGH,RAIN,17,1,8,0,0.0794,56.9
Pune,Guwahati,ROAD,2022.1,985.8,MEDIUM,RAIN,3,3,3,0,0.1032,50.78
Hyderabad,Guwahati,RAIL,1677.6,335.5,MEDIUM,CLEAR,16,1,5,1,0.0943,27.11
Coimbatore,Guwahati,RAIL,2288.2,5451.6,MEDIUM,CLEAR,6,5,1,2,0.298,47.38
Indore,Coimbatore,AIR,1306.5,6348.3,MEDIUM,RAIN,18,5,3,1,0.0551,12.0
Jaipur,Patna,RAIL,943.7,1504.9,LOW,CLEAR,7,5,10,1,0.2488,17.61
Kolkata,Delhi,ROAD,1303.8,2567.2,MEDIUM,CLEAR,16,5,8,0,0.1592,32.6
Visakhapatnam,Lucknow,ROAD,1044.9,2754.4,LOW,STORM,14,1,11,1,0.2642,37.08
Bhubaneswar,Kolkata,RAIL,364.9,5854.3,MEDIUM,CLEAR,10,0,9,0,0.2946,11.94
Mumbai,Kolkata,ROAD,1654.8,2627.2,LOW,CLEAR,8,4,3,0,0.2883,42.22
Coimbatore,Visakhapatnam,RAIL,1002.3,222.9,HIGH,CLEAR,3,4,10,1,0.2563,23.85
Nagpur,Visakhapatnam,RAIL,579.2,12231.5,MEDIUM,RAIN,10,6,9,3,0.1241,31.75
Delhi,Surat,ROAD,937.9,3939.4,MEDIUM,CLEAR,7,4,3,1,0.0814,29.58
Kochi,Patna,RAIL,1976.9,595.0,LOW,SNOW,7,5,1,1,0.0958,34.85
Bengaluru,Kolkata,RAIL,1560.7,318.8,LOW,RAIN,16,2,10,0,0.1959,20.14
Delhi,Bhubaneswar,AIR,1270.2,2009.8,MEDIUM,CLEAR,8,0,9,0,0.1026,4.83
Bengaluru,Lucknow,ROAD,1581.9,785.3,MEDIUM,CLEAR,8,0,2,1,0.1305,44.81
Lucknow,Surat,RAIL,1037.7,1629.4,MEDIUM,CLEAR,10,3,6,1,0.0239,20.1
Indore,Lucknow,ROAD,688.7,2676.0,HIGH,SNOW,12,0,11,1,0.2313,31.89
Jaipur,Kolkata,RAIL,1357.8,555.7,MEDIUM,CLEAR,13,3,10,1,0.0334,23.07
Bengaluru,Visakhapatnam,ROAD,799.0,287.3,MEDIUM,CLEAR,15,2,10,0,0.1011,17.9
Chennai,Kochi,AIR,559.5,1742.3,MEDIUM,CLEAR,14,1,5,0,0.1771,2.86
Bhubaneswar,Nagpur,AIR,706.9,578.2,MEDIUM,CLEAR,12,4,2,0,0.1594,2.22
Guwahati,Ahmedabad,RAIL,1966.8,1306.8,MEDIUM,RAIN,11,4,5,1,0.2679,36.5
Kochi,Indore,RAIL,1422.7,218.8,MEDIUM,CLEAR,8,0,9,3,0.1976,34.98
Bengaluru,Guwahati,ROAD,2080.0,810.3,LOW,STORM,16,3,11,1,0.2367,59.44
Visakhapatnam,Indore,RAIL,950.0,2586.2,LOW,CLEAR,9,6,8,1,0.091,19.81
Nagpur,Lucknow,ROAD,661.4,2269.1,LOW,RAIN,18,2,1,1,0.0397,17.5
Surat,Hyderabad,RAIL,727.5,425.8,HIGH,RAIN,14,5,8,0,0.223,16.73
Bengaluru,Surat,ROAD,1042.5,269.9,MEDIUM,CLEAR,15,2,3,0,0.0461,21.8
Guwahati,Ahmedabad,RAIL,1966.8,1117.6,LOW,RAIN,13,1,8,0,0.2502,27.32
Jaipur,Indore,ROAD,466.3,2150.0,MEDIUM,SNOW,20,5,5,2,0.2829,22.34
Mumbai,Chennai,RAIL,1033.1,1783.3,MEDIUM,SNOW,11,2,7,0,0.0849,18.0
Kolkata,Kochi,RAIL,1906.4,593.1,HIGH,STORM,11,6,8,1,0.2283,56.1
Jaipur,Ahmedabad,ROAD,540.5,1567.7,HIGH,RAIN,19,4,8,0,0.1312,21.77
Delhi,Jaipur,ROAD,235.3,6653.0,HIGH,CLEAR,14,5,1,1,0.0897,16.63
Pune,Surat,AIR,313.6,1402.7,HIGH,STORM,11,5,12,0,0.1293,2.31
Lucknow,Jaipur,RAIL,511.7,154.5,LOW,CLEAR,8,6,7,3,0.194,16.71
Coimbatore,Kochi,ROAD,142.3,1399.5,LOW,RAIN,8,3,7,0,0.2964,5.03
Delhi,Kolkata,ROAD,1303.8,12743.1,MEDIUM,SNOW,17,6,5,2,0.09,61.38
Bhopal,Kochi,ROAD,1487.1,234.0,MEDIUM,SNOW,9,0,2,1,0.2118,54.82
Coimbatore,Kolkata,RAIL,1766.1,1136.5,LOW,STORM,0,3,8,0,0.1005,27.58
Visakhapatnam,Ahmedabad,RAIL,1257.9,835.8,MEDIUM,CLEAR,1,2,5,1,0.0754,23.99
Coimbatore,Bhopal,ROAD,1362.2,1230.4,LOW,RAIN,22,0,11,1,0.1896,30.99
Chennai,Bhubaneswar,RAIL,996.3,1384.5,LOW,CLEAR,14,6,8,0,0.2284,13.8
Visakhapatnam,Kolkata,RAIL,763.8,4306.9,LOW,SNOW,12,5,6,1,0.2152,17.45
Guwahati,Bhopal,RAIL,1481.2,1214.1,HIGH,RAIN,20,5,1,1,0.2828,37.32
Pune,Delhi,ROAD,1173.0,5078.2,MEDIUM,CLEAR,10,4,7,1,0.0322,32.47
Lucknow,Delhi,ROAD,417.0,952.2,MEDIUM,SNOW,17,4,11,1,0.1622,18.73
Surat,Kochi,ROAD,1302.6,720.4,HIGH,CLEAR,16,2,6,1,0.0873,39.76
Lucknow,Patna,ROAD,440.7,491.3,HIGH,RAIN,12,4,8,0,0.2451,14.6
Hyderabad,Ahmedabad,ROAD,879.5,123.9,LOW,STORM,17,6,2,0,0.0186,27.59
Guwahati,Indore,ROAD,1650.8,1526.8,MEDIUM,RAIN,21,1,5,0,0.0527,44.06
Guwahati,Ahmedabad,ROAD,1966.8,12897.6,LOW,RAIN,7,2,10,1,0.2316,63.4
Ahmedabad,Hyderabad,RAIL,879.5,1900.5,MEDIUM,CLEAR,1,0,6,0,0.1064,15.92
Visakhapatnam,Jaipur,ROAD,1278.6,2500.1,LOW,CLEAR,18,6,11,0,0.2045,30.29
Ahmedabad,Pune,RAIL,518.1,668.0,MEDIUM,CLEAR,11,3,5,1,0.2996,11.97
Kochi,Visakhapatnam,ROAD,1142.8,817.9,MEDIUM,CLEAR,13,4,10,0,0.138,29.6
Bhopal,Jaipur,RAIL,437.9,3574.5,LOW,CLEAR,8,1,8,0,0.1599,10.37
Lucknow,Pune,ROAD,1176.7,12215.2,MEDIUM,RAIN,18,0,12,2,0.2926,55.24
Bengaluru,Surat,RAIL,1042.5,6539.0,MEDIUM,RAIN,16,5,7,1,0.2239,28.96
Nagpur,Kochi,RAIL,1283.0,2882.2,MEDIUM,CLEAR,21,6,6,1,0.059,26.87
Pune,Hyderabad,ROAD,505.8,1143.9,LOW,RAIN,12,2,5,0,0.2413,10.74
Kolkata,Coimbatore,RAIL,1766.1,1410.4,LOW,STORM,22,5,8,1,0.1548,32.65
Chennai,Lucknow,ROAD,1532.1,444.0,LOW,CLEAR,13,4,12,2,0.2362,37.61
Guwahati,Nagpur,RAIL,1402.1,192.9,HIGH,RAIN,15,4,3,0,0.1796,30.46
Bengaluru,Guwahati,ROAD,2080.0,283.7,HIGH,CLEAR,16,1,12,0,0.0682,60.21
Kochi,Jaipur,ROAD,1888.9,1164.2,LOW,RAIN,12,4,12,0,0.2443,42.63
Bhubaneswar,Chennai,ROAD,996.3,772.5,MEDIUM,RAIN,14,1,10,2,0.0006,31.09
Mumbai,Patna,AIR,1453.2,188.0,MEDIUM,CLEAR,8,1,7,0,0.2664,3.61
Bhopal,Mumbai,ROAD,661.4,1048.6,HIGH,CLEAR,10,2,11,0,0.2456,21.54
Bhopal,Lucknow,RAIL,534.5,748.4,LOW,SNOW,16,1,4,1,0.291,11.75
Ahmedabad,Guwahati,ROAD,1966.8,268.4,MEDIUM,CLEAR,2,6,8,3,0.0107,55.85
Nagpur,Jaipur,ROAD,723.5,703.3,MEDIUM,RAIN,16,0,10,0,0.1313,19.96
Jaipur,Nagpur,ROAD,723.5,746.1,LOW,RAIN,9,6,10,1,0.0507,21.5
Jaipur,Surat,AIR,705.5,523.2,LOW,CLEAR,8,1,8,3,0.1122,10.76
Jaipur,Kolkata,RAIL,1357.8,3334.3,LOW,RAIN,16,6,5,0,0.1079,21.15
Visakhapatnam,Pune,ROAD,993.7,111.8,MEDIUM,RAIN,8,2,12,1,0.1793,33.86
Indore,Surat,RAIL,356.5,101.2,MEDIUM,CLEAR,21,6,9,0,0.1312,5.73
Ahmedabad,Bengaluru,ROAD,1237.0,1101.0,MEDIUM,STORM,23,3,10,0,0.2897,41.39
Coimbatore,Jaipur,ROAD,1771.7,1230.7,LOW,CLEAR,12,3,8,0,0.0833,30.54
Visakhapatnam,Jaipur,RAIL,1278.6,1781.2,HIGH,RAIN,11,0,11,0,0.1256,26.86
Coimbatore,Visakhapatnam,ROAD,1002.3,574.3,LOW,CLEAR,5,3,6,0,0.2102,18.6
Patna,Bengaluru,ROAD,1610.3,364.5,HIGH,CLEAR,17,3,7,1,0.083,54.82
Ahmedabad,Visakhapatnam,RAIL,1257.9,1087.0,LOW,RAIN,7,6,10,0,0.2171,21.37
Kochi,Jaipur,ROAD,1888.9,645.6,HIGH,RAIN,20,1,7,0,0.2126,61.99
Pune,Nagpur,AIR,620.1,7053.5,HIGH,CLEAR,23,0,3,1,0.2137,12.15
Hyderabad,Bhopal,RAIL,662.8,743.2,HIGH,RAIN,6,1,10,2,0.2025,19.47
Lucknow,Hyderabad,AIR,1082.1,1028.8,HIGH,RAIN,16,1,5,0,0.2452,3.72
Guwahati,Coimbatore,RAIL,2288.2,21386.2,LOW,CLEAR,12,6,2,0,0.2985,52.15
Bhopal,Kolkata,AIR,1124.0,868.1,MEDIUM,SNOW,13,1,5,0,0.0166,3.38
Ahmedabad,Mumbai,ROAD,440.0,2137.5,MEDIUM,RAIN,7,6,1,2,0.1491,22.57
Lucknow,Kochi,RAIL,1944.0,2381.7,MEDIUM,RAIN,16,0,11,2,0.2439,39.41
Hyderabad,Indore,RAIL,653.6,2637.8,HIGH,SNOW,7,5,12,0,0.0,20.76
Nagpur,Bhubaneswar,AIR,706.9,1552.1,LOW,RAIN,19,2,4,0,0.1635,3.02
Ahmedabad,Lucknow,ROAD,945.1,1383.8,MEDIUM,STORM,12,0,11,1,0.1979,38.26
Bhopal,Mumbai,RAIL,661.4,1236.9,HIGH,SNOW,15,4,9,1,0.0575,17.55
Ahmedabad,Mumbai,RAIL,440.0,549.4,LOW,CLEAR,20,5,12,0,0.1202,6.11
Pune,Jaipur,ROAD,953.9,1620.7,LOW,CLEAR,16,5,2,0,0.2368,21.34
Guwahati,Kolkata,AIR,523.8,12511.1,LOW,STORM,13,1,1,0,0.02,14.61
Pune,Coimbatore,ROAD,898.3,4688.3,MEDIUM,SNOW,11,4,12,1,0.0405,29.67
Delhi,Bengaluru,ROAD,1739.8,1579.2,HIGH,CLEAR,12,3,4,3,0.2454,62.01
Ahmedabad,Bhubaneswar,RAIL,1402.2,3062.5,LOW,CLEAR,10,3,8,0,0.2428,21.27
Surat,Kolkata,ROAD,1609.7,386.4,MEDIUM,CLEAR,21,6,11,2,0.1771,46.94
Delhi,Bengaluru,ROAD,1739.8,802.2,MEDIUM,SNOW,8,2,5,0,0.1249,57.58
Pune,Hyderabad,ROAD,505.8,3420.1,MEDIUM,STORM,11,2,2,1,0.0317,20.46
Chennai,Bengaluru,ROAD,290.2,6532.9,MEDIUM,SNOW,17,3,10,2,0.2434,23.49
Surat,Jaipur,RAIL,705.5,434.8,HIGH,CLEAR,10,6,6,1,0.0725,18.93
Patna,Pune,AIR,1402.5,613.8,LOW,SNOW,19,6,1,0,0.274,3.98
Guwahati,Surat,RAIL,2001.1,15027.7,LOW,CLEAR,8,4,5,0,0.2328,43.68
Ahmedabad,Surat,ROAD,207.7,1230.9,MEDIUM,CLEAR,2,0,7,2,0.0243,12.07
Bhubaneswar,Mumbai,RAIL,1361.9,9779.4,MEDIUM,CLEAR,15,2,11,1,0.1906,36.37
Kolkata,Bengaluru,AIR,1560.7,1405.6,MEDIUM,RAIN,13,0,3,0,0.2762,5.49
Kochi,Chennai,RAIL,559.5,1473.5,LOW,RAIN,20,0,7,1,0.2638,11.71
Bhopal,Chennai,ROAD,1171.1,760.1,LOW,CLEAR,11,5,3,0,0.184,23.49
Kochi,Delhi,ROAD,2079.7,3398.4,HIGH,CLEAR,7,5,4,0,0.0516,75.4
Kochi,Pune,AIR,989.7,5593.3,LOW,SNOW,9,0,4,2,0.2041,13.87
Surat,Pune,AIR,313.6,316.7,MEDIUM,CLEAR,11,3,7,0,0.1998,0.92
Hyderabad,Pune,ROAD,505.8,718.4,MEDIUM,CLEAR,14,1,8,0,0.1766,12.75
Surat,Lucknow,AIR,1037.7,3288.2,LOW,CLEAR,8,0,2,0,0.0797,5.77
Visakhapatnam,Surat,ROAD,1155.7,938.7,LOW,CLEAR,13,2,1,2,0.2701,30.27
Guwahati,Pune,ROAD,2022.1,606.6,LOW,CLEAR,19,0,9,0,0.1508,43.9
Coimbatore,Kolkata,RAIL,1766.1,3682.9,MEDIUM,RAIN,11,5,4,0,0.0891,32.6
Chennai,Jaipur,RAIL,1607.1,4122.2,LOW,CLEAR,15,6,8,0,0.0766,23.73
Bhopal,Mumbai,ROAD,661.4,639.3,MEDIUM,CLEAR,8,2,1,0,0.0843,18.63
Bengaluru,Lucknow,AIR,1581.9,1414.9,LOW,SNOW,17,1,8,0,0.1383,5.17
Nagpur,Coimbatore,AIR,1149.0,257.2,LOW,CLEAR,8,3,11,0,0.0693,2.83
Guwahati,Ahmedabad,ROAD,1966.8,374.4,LOW,SNOW,14,6,6,0,0.1552,44.4
Delhi,Bengaluru,RAIL,1739.8,1272.8,LOW,CLEAR,9,1,7,1,0.0576,26.14
Nagpur,Patna,RAIL,790.9,1138.8,LOW,STORM,4,4,4,0,0.0813,12.71
Coimbatore,Bengaluru,RAIL,228.2,343.7,HIGH,CLEAR,9,0,4,0,0.0359,5.09
Visakhapatnam,Chennai,AIR,601.6,464.4,LOW,RAIN,8,2,1,1,0.1072,4.59
Ahmedabad,Bengaluru,RAIL,1237.0,305.5,MEDIUM,RAIN,19,3,6,0,0.1218,23.25
Bengaluru,Bhubaneswar,ROAD,1196.1,1893.3,MEDIUM,RAIN,8,2,12,0,0.1211,36.6
Coimbatore,Guwahati,ROAD,2288.2,103.4,MEDIUM,SNOW,22,1,2,3,0.2175,76.15
Coimbatore,Bhopal,AIR,1362.2,325.7,MEDIUM,CLEAR,12,5,5,1,0.145,6.36
Bhopal,Indore,AIR,170.1,117.3,LOW,CLEAR,8,4,11,1,0.2079,3.24
Guwahati,Indore,ROAD,1650.8,1813.2,MEDIUM,SNOW,11,3,6,1,0.0099,48.47
Mumbai,Indore,ROAD,509.8,126.1,LOW,SNOW,7,2,10,3,0.131,21.58
Indore,Surat,RAIL,356.5,1139.2,MEDIUM,CLEAR,18,0,5,0,0.0269,7.13
Mumbai,Guwahati,ROAD,2086.3,7843.4,LOW,RAIN,6,4,8,0,0.1386,44.96
Coimbatore,Patna,ROAD,1835.2,8169.2,MEDIUM,SNOW,19,1,12,2,0.1846,70.71
Nagpur,Delhi,AIR,851.7,125.6,MEDIUM,SNOW,3,2,8,0,0.239,2.07
Coimbatore,Ahmedabad,AIR,1413.7,1568.8,MEDIUM,SNOW,9,6,10,1,0.1651,8.18
Bhopal,Guwahati,AIR,1481.2,334.7,LOW,SNOW,7,4,9,0,0.1139,3.66
Delhi,Jaipur,RAIL,235.3,262.0,MEDIUM,CLEAR,16,4,2,0,0.0793,3.96
Mumbai,Kolkata,ROAD,1654.8,957.0,MEDIUM,RAIN,13,1,2,1,0.2872,47.07
Pune,Bhubaneswar,AIR,1270.3,4788.4,MEDIUM,CLEAR,20,3,8,1,0.0595,10.41
Patna,Indore,ROAD,994.0,2252.0,LOW,CLEAR,10,0,5,1,0.0127,22.47
Chennai,Bhopal,ROAD,1171.1,464.9,LOW,SNOW,2,1,6,0,0.0378,25.01
Bhubaneswar,Jaipur,AIR,1258.9,2555.6,LOW,RAIN,17,5,6,0,0.2993,5.65
Kolkata,Bengaluru,RAIL,1560.7,74.3,MEDIUM,CLEAR,14,3,10,1,0.2718,25.89
Lucknow,Ahmedabad,AIR,945.1,444.3,MEDIUM,RAIN,18,4,12,0,0.0961,2.63
Kolkata,Jaipur,ROAD,1357.8,408.0,MEDIUM,CLEAR,11,5,12,1,0.0012,35.75
Lucknow,Coimbatore,AIR,1809.1,1204.7,MEDIUM,CLEAR,16,6,1,1,0.2302,8.76
Lucknow,Pune,RAIL,1176.7,859.7,MEDIUM,RAIN,7,0,9,0,0.0902,21.12
Mumbai,Bengaluru,RAIL,845.3,925.4,MEDIUM,RAIN,23,4,9,0,0.0066,12.58
Bhopal,Jaipur,AIR,437.9,889.2,MEDIUM,RAIN,7,6,11,1,0.137,5.19
Kochi,Guwahati,ROAD,2429.0,1126.5,MEDIUM,CLEAR,18,1,6,0,0.1272,64.45
Coimbatore,Lucknow,RAIL,1809.1,2096.8,LOW,RAIN,8,6,7,0,0.1085,26.74
Pune,Ahmedabad,RAIL,518.1,1311.9,HIGH,CLEAR,17,4,6,3,0.196,18.69
Bhubaneswar,Nagpur,RAIL,706.9,779.6,HIGH,STORM,18,2,5,0,0.2178,20.56
Bhubaneswar,Indore,AIR,1065.4,1776.0,MEDIUM,CLEAR,19,5,3,1,0.1678,6.92
Guwahati,Hyderabad,RAIL,1677.6,2955.3,HIGH,SNOW,12,6,8,0,0.0042,38.88
Ahmedabad,Guwahati,ROAD,1966.8,562.7,HIGH,CLEAR,11,0,1,0,0.0067,58.35
Bhubaneswar,Bhopal,ROAD,928.8,1021.2,MEDIUM,CLEAR,18,4,9,1,0.2645,28.02
Bhopal,Delhi,AIR,595.7,4421.7,MEDIUM,CLEAR,14,6,11,0,0.0559,5.65
Delhi,Jaipur,AIR,235.3,292.0,MEDIUM,SNOW,15,4,3,1,0.1194,4.27
Hyderabad,Coimbatore,AIR,727.1,9562.9,LOW,STORM,8,3,3,0,0.0311,11.69
Nagpur,Ahmedabad,ROAD,703.1,219.9,LOW,RAIN,11,0,7,1,0.0688,16.42
Chennai,Bhopal,ROAD,1171.1,724.6,MEDIUM,CLEAR,10,3,11,1,0.1456,30.38
Jaipur,Indore,RAIL,466.3,350.6,MEDIUM,CLEAR,15,6,2,1,0.0707,10.96
Kochi,Patna,RAIL,1976.9,15146.3,LOW,RAIN,7,5,6,0,0.1977,46.4
Bengaluru,Bhubaneswar,ROAD,1196.1,599.4,MEDIUM,CLEAR,11,3,3,0,0.1102,26.23
Lucknow,Bengaluru,RAIL,1581.9,601.2,MEDIUM,STORM,18,2,11,0,0.2365,36.08
Kolkata,Surat,ROAD,1609.7,702.8,MEDIUM,CLEAR,13,5,11,2,0.1806,44.22
Surat,Chennai,ROAD,1196.8,1229.9,LOW,SNOW,19,6,2,1,0.0762,34.6
Kolkata,Nagpur,ROAD,970.1,739.4,MEDIUM,SNOW,8,2,2,1,0.2425,39.19
Guwahati,Bengaluru,ROAD,2080.0,935.0,LOW,CLEAR,11,5,2,0,0.2796,43.48
Delhi,Lucknow,ROAD,417.0,15.9,LOW,CLEAR,13,2,10,0,0.036,7.06
Guwahati,Pune,AIR,2022.1,1174.5,LOW,SNOW,11,5,11,0,0.2009,6.19
Kochi,Chennai,RAIL,559.5,1120.3,LOW,CLEAR,16,6,5,0,0.1892,8.31
Bhubaneswar,Visakhapatnam,AIR,399.0,3813.4,LOW,RAIN,7,4,2,0,0.2009,4.42
Bhubaneswar,Kolkata,ROAD,364.9,5275.7,MEDIUM,SNOW,13,3,8,0,0.0094,16.45
Chennai,Hyderabad,ROAD,515.2,875.5,MEDIUM,CLEAR,7,2,11,0,0.0084,13.64
Coimbatore,Bhubaneswar,ROAD,1401.3,2920.4,LOW,SNOW,15,0,11,1,0.0884,32.07
Bhopal,Bhubaneswar,RAIL,928.8,292.4,HIGH,CLEAR,18,0,6,0,0.0241,18.95
Guwahati,Mumbai,ROAD,2086.3,2754.0,MEDIUM,RAIN,1,5,10,0,0.1098,60.08
Bhubaneswar,Hyderabad,RAIL,837.2,551.7,HIGH,CLEAR,12,4,12,1,0.2617,18.95
Bhopal,Patna,AIR,823.9,264.6,MEDIUM,RAIN,12,1,10,1,0.1063,5.6
Ahmedabad,Kochi,AIR,1507.8,877.7,LOW,CLEAR,16,3,6,0,0.1179,4.09
Bengaluru,Guwahati,ROAD,2080.0,5887.4,HIGH,CLEAR,5,6,4,1,0.0803,74.73
Bengaluru,Bhopal,RAIL,1144.2,1362.7,HIGH,CLEAR,11,4,5,0,0.1265,23.47
Ahmedabad,Mumbai,ROAD,440.0,6606.3,MEDIUM,CLEAR,17,6,5,1,0.2393,22.57
Visakhapatnam,Bhubaneswar,ROAD,399.0,446.5,MEDIUM,RAIN,13,0,12,2,0.2493,17.05
Surat,Chennai,RAIL,1196.8,3856.1,MEDIUM,CLEAR,17,0,9,0,0.1263,24.53
Lucknow,Bengaluru,RAIL,1581.9,501.4,MEDIUM,CLEAR,10,4,11,1,0.1191,25.94
Kolkata,Nagpur,RAIL,970.1,1437.1,MEDIUM,CLEAR,20,4,10,0,0.0585,16.05
Bhopal,Indore,ROAD,170.1,1422.3,MEDIUM,CLEAR,5,4,6,0,0.2927,5.02
Indore,Delhi,AIR,669.2,2425.5,LOW,CLEAR,6,6,10,0,0.0933,4.0
Guwahati,Chennai,AIR,1882.2,1481.6,LOW,CLEAR,13,0,8,0,0.1028,5.49
Patna,Bhopal,ROAD,823.9,451.7,LOW,RAIN,12,6,9,0,0.129,17.6
Indore,Hyderabad,AIR,653.6,3153.8,LOW,RAIN,15,0,4,0,0.0241,4.06
Coimbatore,Nagpur,ROAD,1149.0,8760.3,LOW,RAIN,8,3,3,0,0.0986,32.02
Jaipur,Bhopal,RAIL,437.9,544.3,HIGH,CLEAR,8,5,3,0,0.2792,10.93
Coimbatore,Lucknow,AIR,1809.1,121.2,LOW,SNOW,17,4,4,0,0.0223,4.09
Ahmedabad,Pune,AIR,518.1,1996.6,LOW,RAIN,9,1,12,0,0.0721,3.07
Bengaluru,Nagpur,AIR,922.7,737.0,LOW,RAIN,16,4,12,0,0.0653,3.29
Jaipur,Surat,ROAD,705.5,937.0,MEDIUM,CLEAR,15,6,2,0,0.0705,17.17
Bengaluru,Bhopal,AIR,1144.2,2137.5,MEDIUM,CLEAR,5,1,7,1,0.2864,7.36
Bengaluru,Bhopal,RAIL,1144.2,634.2,MEDIUM,CLEAR,16,6,12,3,0.2126,28.07
Bhubaneswar,Kolkata,ROAD,364.9,794.2,HIGH,CLEAR,19,4,10,0,0.2759,12.88
Kochi,Coimbatore,ROAD,142.3,972.5,HIGH,RAIN,18,0,8,0,0.2573,6.0
Kolkata,Bhopal,RAIL,1124.0,6397.8,HIGH,CLEAR,0,2,8,2,0.1874,36.56
Visakhapatnam,Patna,RAIL,901.3,1136.9,HIGH,CLEAR,13,6,4,1,0.1679,23.44
Delhi,Bhubaneswar,RAIL,1270.2,248.9,LOW,CLEAR,20,2,12,3,0.1527,25.07
Hyderabad,Coimbatore,AIR,727.1,261.1,MEDIUM,CLEAR,14,6,1,1,0.2069,5.18
Patna,Nagpur,RAIL,790.9,1296.0,LOW,CLEAR,9,2,11,1,0.2105,15.7
Pune,Kochi,ROAD,989.7,282.8,MEDIUM,CLEAR,7,2,11,0,0.1798,25.02
Patna,Lucknow,ROAD,440.7,168.2,LOW,RAIN,16,5,4,0,0.1347,9.47
Bhubaneswar,Patna,RAIL,593.3,2351.1,LOW,CLEAR,17,5,7,1,0.2026,13.19
Delhi,Pune,RAIL,1173.0,2493.4,LOW,RAIN,19,1,11,1,0.047,21.02
Mumbai,Patna,RAIL,1453.2,705.0,MEDIUM,STORM,19,5,6,1,0.1655,37.9
Coimbatore,Delhi,RAIL,1956.9,1559.9,MEDIUM,SNOW,10,1,4,3,0.1558,44.43
Surat,Coimbatore,RAIL,1211.7,1374.4,LOW,RAIN,14,6,1,0,0.1604,15.75
Surat,Kolkata,RAIL,1609.7,2259.5,MEDIUM,CLEAR,6,0,6,0,0.1532,25.58
Lucknow,Nagpur,AIR,661.4,2265.8,LOW,RAIN,6,4,4,2,0.2251,9.92
Jaipur,Mumbai,ROAD,920.7,48.1,MEDIUM,STORM,4,1,11,2,0.2272,36.56
Nagpur,Chennai,RAIL,905.3,821.7,LOW,CLEAR,20,4,11,2,0.0989,18.36
Bhopal,Guwahati,RAIL,1481.2,2041.6,LOW,CLEAR,7,6,4,1,0.1052,27.45
Chennai,Visakhapatnam,ROAD,601.6,670.1,MEDIUM,SNOW,12,4,3,3,0.0049,24.53
Indore,Kolkata,RAIL,1283.1,1145.3,MEDIUM,CLEAR,11,3,4,0,0.034,19.98
Nagpur,Bengaluru,RAIL,922.7,2699.5,HIGH,SNOW,9,5,5,0,0.0787,29.47
Bengaluru,Visakhapatnam,RAIL,799.0,1208.5,MEDIUM,CLEAR,13,1,9,0,0.2297,13.68
Ahmedabad,Guwahati,RAIL,1966.8,6697.6,HIGH,CLEAR,0,3,2,0,0.2394,45.52
Kochi,Chennai,ROAD,559.5,4240.3,LOW,SNOW,10,6,12,2,0.0744,23.81
Indore,Nagpur,ROAD,376.4,951.2,LOW,RAIN,12,2,9,0,0.2609,8.55
Bengaluru,Hyderabad,ROAD,500.0,864.7,HIGH,RAIN,17,0,2,1,0.1127,23.67
Mumbai,Patna,ROAD,1453.2,35.9,LOW,SNOW,16,3,4,0,0.2394,32.22
Bhopal,Jaipur,RAIL,437.9,741.1,MEDIUM,SNOW,18,3,9,1,0.1401,12.15
Lucknow,Bengaluru,AIR,1581.9,216.2,LOW,CLEAR,10,5,7,0,0.2138,3.87
Guwahati,Pune,RAIL,2022.1,1430.1,MEDIUM,STORM,7,5,7,1,0.1069,51.74
Surat,Kochi,ROAD,1302.6,1317.4,LOW,CLEAR,11,2,1,0,0.0212,23.38
Coimbatore,Mumbai,ROAD,997.2,2527.6,MEDIUM,CLEAR,21,5,5,0,0.0762,23.38
Kolkata,Guwahati,ROAD,523.8,5860.6,MEDIUM,SNOW,8,1,8,0,0.2091,22.68
Jaipur,Indore,RAIL,466.3,1062.6,LOW,CLEAR,7,1,9,1,0.2754,11.2
Bengaluru,Bhubaneswar,ROAD,1196.1,16924.2,LOW,SNOW,21,4,6,1,0.1885,44.89
Bhopal,Coimbatore,RAIL,1362.2,1449.5,LOW,CLEAR,21,4,7,3,0.2307,28.29
Chennai,Delhi,RAIL,1755.8,227.6,LOW,CLEAR,7,5,3,2,0.0042,30.23
Lucknow,Kochi,RAIL,1944.0,558.6,LOW,CLEAR,17,4,10,0,0.228,27.58
Pune,Chennai,ROAD,914.4,701.1,HIGH,RAIN,11,0,9,0,0.2507,33.22
Chennai,Bengaluru,ROAD,290.2,2231.8,LOW,SNOW,12,4,9,0,0.1238,8.43
Delhi,Lucknow,RAIL,417.0,351.9,MEDIUM,CLEAR,13,3,9,0,0.1482,6.63
Surat,Coimbatore,RAIL,1211.7,767.0,MEDIUM,CLEAR,21,1,12,0,0.0157,18.18
Coimbatore,Kochi,ROAD,142.3,903.9,LOW,CLEAR,7,2,11,2,0.0524,9.73
